transaction_id,customer_id,product_category,product_name,quantity,unit_price,transaction_date,payment_method,region,customer_segment,total_amount,discount_eligible,discount_rate,discount_amount,final_amount,customer_name,age,income_level,join_date,loyalty_points,last_purchase_date,customer_value,customer_frequency,avg_order_value,segment,hour_of_day,day_of_week,month,quarter,peak_hour
TXN000051,9610,Electronics,Phone,3,493.87,2024-01-03 02:00:00,PayPal,South,Standard,1481.6100000000001,False,0.05,74.08050000000001,1407.5295,Customer_906,68,Low,2022-06-25,4212,2026-06-25,1407.5295,1,1407.5295,Standard,2,Wednesday,1,1,Off-Peak
TXN000052,4955,Books,Shirt,8,603.61,2024-01-03 03:00:00,Debit Card,West,Standard,4828.88,True,0.15,724.332,4104.548,Customer_433,72,High,2021-03-09,2359,2025-03-09,4104.548,1,4104.548,Standard,3,Wednesday,1,1,Off-Peak
TXN000053,5532,Books,Laptop,5,695.63,2024-01-03 04:00:00,PayPal,South,Premium,3478.15,False,0.05,173.90750000000003,3304.2425000000003,Customer_505,38,High,2021-05-20,6002,2025-05-20,3304.2425000000003,1,3304.2425000000003,Standard,4,Wednesday,1,1,Off-Peak
TXN000054,8671,Electronics,Laptop,5,1862.02,2024-01-03 05:00:00,Cash,South,Budget,9310.1,False,0.05,465.50500000000005,8844.595000000001,Customer_812,69,Low,2022-03-23,3040,2026-03-23,8844.595000000001,1,8844.595000000001,High Value,5,Wednesday,1,1,Off-Peak
TXN000055,9551,Electronics,Phone,9,1422.81,2024-01-03 06:00:00,Cash,South,Standard,12805.289999999999,True,0.15,1920.7934999999998,10884.4965,Customer_900,28,High,2022-06-19,7638,2026-06-19,10884.4965,1,10884.4965,High Value,6,Wednesday,1,1,Off-Peak
TXN000056,6137,Home,Laptop,3,73.17,2024-01-03 07:00:00,Credit Card,South,Premium,219.51,False,0.05,10.9755,208.53449999999998,Customer_557,26,High,2021-07-11,9644,2025-07-11,208.53449999999998,1,208.53449999999998,Standard,7,Wednesday,1,1,Off-Peak
TXN000057,5051,Electronics,Laptop,4,843.57,2024-01-03 08:00:00,Credit Card,North,Standard,3374.28,False,0.05,168.71400000000003,3205.5660000000003,Customer_449,51,High,2021-03-25,7796,2025-03-25,3205.5660000000003,1,3205.5660000000003,Standard,8,Wednesday,1,1,Off-Peak
TXN000058,3220,Sports,Shirt,8,1526.88,2024-01-03 09:00:00,Cash,South,Budget,12215.04,True,0.15,1832.256,10382.784000000001,Customer_225,48,Medium,2020-08-13,5257,2024-08-13,10382.784000000001,1,10382.784000000001,High Value,9,Wednesday,1,1,Peak
TXN000059,1095,Sports,Shoes,7,890.43,2024-01-03 10:00:00,Credit Card,West,Standard,6233.009999999999,True,0.15,934.9514999999999,5298.058499999999,Customer_9,47,High,2020-01-10,5062,2024-01-10,5298.058499999999,1,5298.058499999999,High Value,10,Wednesday,1,1,Peak
TXN000060,6548,Home,Shoes,5,714.94,2024-01-03 11:00:00,Cash,North,Standard,3574.7000000000003,False,0.05,178.735,3395.965,Customer_592,22,Low,2021-08-15,5228,2025-08-15,3395.965,1,3395.965,Standard,11,Wednesday,1,1,Peak
TXN000061,4370,Electronics,Phone,9,210.81,2024-01-03 12:00:00,Cash,South,Budget,1897.29,True,0.15,284.5935,1612.6965,Customer_371,53,Low,2021-01-06,2214,2025-01-06,4794.5315,2,2397.26575,Standard,12,Wednesday,1,1,Off-Peak
TXN000062,2271,Books,Shirt,8,1986.37,2024-01-03 13:00:00,Cash,West,Premium,15890.96,True,0.15,2383.644,13507.315999999999,Customer_139,41,Low,2020-05-19,4116,2024-05-19,13507.315999999999,1,13507.315999999999,High Value,13,Wednesday,1,1,Off-Peak
TXN000063,6092,Electronics,Laptop,5,1929.78,2024-01-03 14:00:00,PayPal,South,Standard,9648.9,False,0.05,482.445,9166.455,Customer_552,79,Low,2021-07-06,7219,2025-07-06,9166.455,1,9166.455,High Value,14,Wednesday,1,1,Peak
TXN000064,3037,Sports,Phone,3,360.25,2024-01-03 15:00:00,Credit Card,West,Standard,1080.75,False,0.05,54.0375,1026.7125,Customer_211,75,High,2020-07-30,3845,2024-07-30,1026.7125,1,1026.7125,Standard,15,Wednesday,1,1,Peak
TXN000065,6224,Electronics,Book,1,1534.93,2024-01-03 16:00:00,Cash,West,Standard,1534.93,False,0.05,76.74650000000001,1458.1835,Customer_566,73,Low,2021-07-20,7584,2025-07-20,1458.1835,1,1458.1835,Standard,16,Wednesday,1,1,Peak
TXN000066,3156,Electronics,Shirt,4,1452.82,2024-01-03 17:00:00,Debit Card,South,Premium,5811.28,False,0.05,290.564,5520.715999999999,Customer_220,28,High,2020-08-08,7042,2024-08-08,5520.715999999999,1,5520.715999999999,High Value,17,Wednesday,1,1,Off-Peak
TXN000067,4884,Sports,Shirt,3,651.5,2024-01-03 18:00:00,PayPal,South,Budget,1954.5,False,0.05,97.72500000000001,1856.775,Customer_424,35,Medium,2021-02-28,3817,2025-02-28,1856.775,1,1856.775,Standard,18,Wednesday,1,1,Off-Peak
TXN000068,8971,Books,Laptop,1,1962.79,2024-01-03 19:00:00,PayPal,East,Standard,1962.79,False,0.05,98.1395,1864.6505,Customer_834,51,High,2022-04-14,3059,2026-04-14,1864.6505,1,1864.6505,Standard,19,Wednesday,1,1,Off-Peak
TXN000069,5128,Books,Book,6,261.67,2024-01-03 20:00:00,PayPal,West,Premium,1570.02,True,0.15,235.503,1334.517,Customer_457,59,Medium,2021-04-02,9108,2025-04-02,1334.517,1,1334.517,Standard,20,Wednesday,1,1,Off-Peak
TXN000070,5530,Electronics,Shirt,8,708.36,2024-01-03 21:00:00,Credit Card,West,Standard,5666.88,True,0.15,850.032,4816.848,Customer_503,45,High,2021-05-18,6913,2025-05-18,4816.848,1,4816.848,Standard,21,Wednesday,1,1,Off-Peak
TXN000071,7773,Clothing,Shirt,4,885.85,2024-01-03 22:00:00,Cash,West,Budget,3543.4,False,0.05,177.17000000000002,3366.23,Customer_728,45,High,2021-12-29,3724,2025-12-29,3366.23,1,3366.23,Standard,22,Wednesday,1,1,Off-Peak
TXN000072,1454,Books,Book,2,1018.3,2024-01-03 23:00:00,Cash,West,Budget,2036.6,False,0.05,101.83,1934.77,Customer_58,32,Low,2020-02-28,3599,2024-02-28,1934.77,1,1934.77,Standard,23,Wednesday,1,1,Off-Peak
TXN000073,5399,Home,Shirt,8,996.14,2024-01-04 00:00:00,Cash,North,Standard,7969.12,True,0.15,1195.368,6773.752,Customer_486,77,Medium,2021-05-01,7389,2025-05-01,6773.752,1,6773.752,High Value,0,Thursday,1,1,Off-Peak
TXN000074,4504,Home,Book,1,1803.69,2024-01-04 01:00:00,Credit Card,North,Standard,1803.69,False,0.05,90.18450000000001,1713.5055,Customer_384,75,Low,2021-01-19,9906,2025-01-19,1713.5055,1,1713.5055,Standard,1,Thursday,1,1,Off-Peak
TXN000075,4795,Books,Shoes,6,626.51,2024-01-04 02:00:00,Debit Card,East,Premium,3759.06,True,0.15,563.8589999999999,3195.201,Customer_413,22,High,2021-02-17,4819,2025-02-17,3195.201,1,3195.201,Standard,2,Thursday,1,1,Off-Peak
TXN000076,6368,Clothing,Laptop,5,1876.79,2024-01-04 03:00:00,Cash,North,Premium,9383.95,False,0.05,469.19750000000005,8914.7525,Customer_576,19,High,2021-07-30,1723,2025-07-30,8914.7525,1,8914.7525,High Value,3,Thursday,1,1,Off-Peak
TXN000077,1161,Electronics,Laptop,6,1771.62,2024-01-04 04:00:00,Credit Card,East,Premium,10629.72,True,0.15,1594.4579999999999,9035.261999999999,Customer_16,60,High,2020-01-17,9285,2024-01-17,9035.261999999999,1,9035.261999999999,High Value,4,Thursday,1,1,Off-Peak
TXN000078,5519,Sports,Laptop,6,824.59,2024-01-04 05:00:00,Debit Card,East,Premium,4947.54,True,0.15,742.131,4205.409,Customer_501,24,High,2021-05-16,5619,2025-05-16,4205.409,1,4205.409,Standard,5,Thursday,1,1,Off-Peak
TXN000079,3764,Sports,Phone,7,1596.55,2024-01-04 06:00:00,Credit Card,South,Standard,11175.85,True,0.15,1676.3775,9499.4725,Customer_297,79,Medium,2020-10-24,1565,2024-10-24,9499.4725,1,9499.4725,High Value,6,Thursday,1,1,Off-Peak
TXN000080,6644,Sports,Phone,6,468.72,2024-01-04 07:00:00,Cash,North,Premium,2812.32,True,0.15,421.848,2390.472,Customer_603,28,High,2021-08-26,5173,2025-08-26,2390.472,1,2390.472,Standard,7,Thursday,1,1,Off-Peak
TXN000081,3492,Home,Phone,9,1862.85,2024-01-04 08:00:00,PayPal,East,Premium,16765.649999999998,True,0.15,2514.8474999999994,14250.802499999998,Customer_259,48,Low,2020-09-16,4815,2024-09-16,14250.802499999998,1,14250.802499999998,High Value,8,Thursday,1,1,Off-Peak
TXN000082,6522,Clothing,Shoes,1,1919.48,2024-01-04 09:00:00,Cash,West,Budget,1919.48,False,0.05,95.974,1823.506,Customer_591,36,High,2021-08-14,847,2025-08-14,1823.506,1,1823.506,Standard,9,Thursday,1,1,Peak
TXN000083,7493,Home,Phone,4,1522.9,2024-01-04 10:00:00,Cash,South,Standard,6091.6,False,0.05,304.58000000000004,5787.02,Customer_708,75,High,2021-12-09,5708,2025-12-09,8726.303,2,4363.1515,VIP,10,Thursday,1,1,Peak
TXN000084,4349,Clothing,Phone,9,427.4,2024-01-04 11:00:00,Credit Card,West,Premium,3846.6,True,0.15,576.99,3269.6099999999997,Customer_369,63,High,2021-01-04,8616,2025-01-04,3269.6099999999997,1,3269.6099999999997,Standard,11,Thursday,1,1,Peak
TXN000085,4592,Clothing,Shoes,6,1287.57,2024-01-04 12:00:00,Debit Card,East,Premium,7725.42,True,0.15,1158.8129999999999,6566.607,Customer_394,49,High,2021-01-29,3581,2025-01-29,12161.0715,2,6080.53575,VIP,12,Thursday,1,1,Off-Peak
TXN000086,2800,Sports,Laptop,2,483.09,2024-01-04 13:00:00,Debit Card,North,Budget,966.18,False,0.05,48.309,917.871,Customer_194,68,High,2020-07-13,9780,2024-07-13,917.871,1,917.871,Standard,13,Thursday,1,1,Off-Peak
TXN000087,4962,Electronics,Phone,8,1476.57,2024-01-04 14:00:00,Credit Card,East,Premium,11812.56,True,0.15,1771.8839999999998,10040.676,Customer_435,58,High,2021-03-11,8897,2025-03-11,10040.676,1,10040.676,High Value,14,Thursday,1,1,Peak
TXN000088,4553,Clothing,Phone,6,1032.71,2024-01-04 15:00:00,PayPal,North,Standard,6196.26,True,0.15,929.439,5266.821,Customer_388,48,Low,2021-01-23,5051,2025-01-23,11528.5845,3,3842.8615000000004,VIP,15,Thursday,1,1,Peak
TXN000089,6992,Sports,Laptop,2,1532.75,2024-01-04 16:00:00,PayPal,South,Premium,3065.5,False,0.05,153.275,2912.225,Customer_645,72,Low,2021-10-07,1593,2025-10-07,2912.225,1,2912.225,Standard,16,Thursday,1,1,Peak
TXN000090,9643,Electronics,Shirt,1,1407.84,2024-01-04 17:00:00,PayPal,West,Premium,1407.84,False,0.05,70.392,1337.4479999999999,Customer_911,49,Low,2022-06-30,15,2026-06-30,1337.4479999999999,1,1337.4479999999999,Standard,17,Thursday,1,1,Off-Peak
TXN000091,6345,Sports,Shirt,5,698.27,2024-01-04 18:00:00,Cash,East,Budget,3491.35,False,0.05,174.5675,3316.7825,Customer_575,36,Low,2021-07-29,2646,2025-07-29,3316.7825,1,3316.7825,Standard,18,Thursday,1,1,Off-Peak
TXN000092,3683,Home,Book,5,1117.97,2024-01-04 19:00:00,PayPal,North,Standard,5589.85,False,0.05,279.4925,5310.3575,Customer_284,77,Medium,2020-10-11,6590,2024-10-11,5310.3575,1,5310.3575,High Value,19,Thursday,1,1,Off-Peak
TXN000093,3605,Sports,Laptop,6,1665.0,2024-01-04 20:00:00,PayPal,West,Premium,9990.0,True,0.15,1498.5,8491.5,Customer_274,51,Low,2020-10-01,736,2024-10-01,8491.5,1,8491.5,High Value,20,Thursday,1,1,Off-Peak
TXN000094,1285,Electronics,Laptop,3,199.7,2024-01-04 21:00:00,PayPal,South,Standard,599.0999999999999,False,0.05,29.955,569.1449999999999,Customer_35,72,High,2020-02-05,5004,2024-02-05,569.1449999999999,1,569.1449999999999,Standard,21,Thursday,1,1,Off-Peak
TXN000095,1189,Clothing,Book,4,269.01,2024-01-04 22:00:00,Debit Card,North,Premium,1076.04,False,0.05,53.802,1022.2379999999999,Customer_21,75,Low,2020-01-22,8038,2024-01-22,10684.84,3,3561.6133333333332,VIP,22,Thursday,1,1,Off-Peak
TXN000096,3839,Electronics,Phone,4,451.16,2024-01-04 23:00:00,PayPal,North,Standard,1804.64,False,0.05,90.23200000000001,1714.4080000000001,Customer_307,41,Medium,2020-11-03,9476,2024-11-03,1714.4080000000001,1,1714.4080000000001,Standard,23,Thursday,1,1,Off-Peak
TXN000097,6303,Sports,Laptop,7,340.84,2024-01-05 00:00:00,Cash,South,Budget,2385.8799999999997,True,0.15,357.88199999999995,2027.9979999999996,Customer_572,19,Medium,2021-07-26,1290,2025-07-26,2027.9979999999996,1,2027.9979999999996,Standard,0,Friday,1,1,Off-Peak
TXN000098,5383,Electronics,Laptop,5,1013.87,2024-01-05 01:00:00,PayPal,East,Premium,5069.35,False,0.05,253.46750000000003,4815.882500000001,Customer_484,26,Low,2021-04-29,1685,2025-04-29,4815.882500000001,1,4815.882500000001,Standard,1,Friday,1,1,Off-Peak
TXN000099,8991,Sports,Book,5,1980.83,2024-01-05 02:00:00,PayPal,East,Premium,9904.15,False,0.05,495.2075,9408.9425,Customer_836,78,Medium,2022-04-16,8320,2026-04-16,9408.9425,1,9408.9425,High Value,2,Friday,1,1,Off-Peak
TXN000100,5038,Books,Shirt,5,1183.89,2024-01-05 03:00:00,PayPal,West,Premium,5919.450000000001,False,0.05,295.9725,5623.477500000001,Customer_448,56,High,2021-03-24,8982,2025-03-24,5623.477500000001,1,5623.477500000001,High Value,3,Friday,1,1,Off-Peak
TXN000101,3786,Home,Phone,3,1706.45,2024-01-05 04:00:00,Debit Card,North,Premium,5119.35,False,0.05,255.96750000000003,4863.382500000001,Customer_301,27,Low,2020-10-28,1127,2024-10-28,4863.382500000001,1,4863.382500000001,Standard,4,Friday,1,1,Off-Peak
